Id,Pandal Name,Image Link,District,Locality,street,established,description,address,latitude,Maplink,website
128,Shree Siddhivinayak Mitra Mandal,https://lh5.googleusercontent.com/p/AF1QipNlQlCz0IAQsJ4Slb27fpYHBupsaIRPk0-Z46qN=w408-h544-k-no,Palghar,Virar,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","National English School, Virat Nagar Rd, Padman Sarkar Nagar, Virat Nagar, Virar West, Virar, Maharashtra 401303","19.44836112113637, 72.80690891294181","https://www.google.co.in/maps/place/Shree+Siddhivinayak+Mitra+Mandal/@19.4483396,72.8062008,19z/data=!4m9!1m2!2m1!1sShree+Siddhivinayak+Mitra+Mandal!3m5!1s0x3be7a9804e7ab3cd:0x4bb87e3878d3160!8m2!3d19.4483397!4d72.8068133!15sCiBTaHJlZSBTaWRkaGl2aW5heWFrIE1pdHJhIE1hbmRhbJIBFnJlbGlnaW91c19vcmdhbml6YXRpb27gAQA?hl=en",NA
129,Virarcha Maharaja Navayuk Sarvajanik Ganesh Utsav Mandal,https://i0.wp.com/hindupad.com/wp-content/uploads/Virar-cha-Maharaja-2019-2.jpg?fit=713%2C960&ssl=1,Palghar,Virar,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","FR88+R7R, veer savarkar marg , narangi phata, near ganpati mandir, Virar East, 401305","19.46725188830996, 72.8165034036245","https://www.google.co.in/maps/place/Virarcha+Maharaja+Navayuk+Sarvajanik+Ganesh+Utsav+Mandal/@19.4671254,72.8134564,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7a91b376aa3c9:0xc8116b2095b96102!8m2!3d19.4671204!4d72.8156451?hl=en",NA
130,Rewale Sarwajanik Ganpati Mandal,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=60,Palghar,Rewale,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","JPRG+5WG, Rewale, Mahim, Maharashtra 401402","19.640469300682117, 72.72778623671887","https://www.google.co.in/maps/place/Rewale+Sarwajanik+Ganpati+Mandal/@19.640444,72.7251362,17z/data=!3m1!4b1!4m5!3m4!1s0x3be703bb954be07d:0x81ed743f5c4dac4c!8m2!3d19.6404095!4d72.727334?hl=en",NA
131,Nanda Bhuwan Ganesh Utshav Mandal,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=61,Palghar,Palghar,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","MQX9+GQX, Amba Mata Rd, Juna Palghar, Palghar, Maharashtra 401404","19.69908090664123, 72.76985540603687","https://www.google.co.in/maps/place/Nanda+Bhuwan+Ganesh+Utshav+Mandal/@19.6988738,72.7672912,17z/data=!3m1!4b1!4m5!3m4!1s0x3be71ce88613a0df:0x6d57275525b64ca5!8m2!3d19.6988671!4d72.7695293?hl=en",NA
132,Yuva seva ganesh mandal,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=62,Palghar,Palghar,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","Unnamed Road, Juna Palghar, Palghar, Maharashtra 401404","19.70063236143882, 72.77146728779222","https://www.google.co.in/maps/place/Yuva+seva+ganesh+mandal/@19.700496,72.7708021,17z/data=!3m1!4b1!4m5!3m4!1s0x3be71dd9dae5e4f5:0x7f1e681978376ac1!8m2!3d19.700496!4d72.7708021?hl=en",NA
133,Shiledar Sarvajanik Ganeshotsav Mandal,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=63,Palghar,,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","XPF9+6QV, Shringarpur, Dahanu, Maharashtra 401601","19.973315940559615, 72.71959748700468","https://www.google.co.in/maps/place/Shiledar+Sarvajanik+Ganeshotsav+Mandal/@19.9731092,72.7172264,17z/data=!3m1!4b1!4m5!3m4!1s0x3be72765da1d2e9d:0x1e0cf94c59bdca93!8m2!3d19.9731042!4d72.7194151?hl=en",NA
134,Ballaleshwar Temple,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR7Lxq1akFP9NTX6rrzNmcMQo1iFDOI8V1h6A&usqp=CAU,Raigad,Pali,Pali,NA,"Ballaleshwar (lit.: ""Ballal's Lord"") temple is one of the eight temples of Lord Ganesha. Among Ganesha temples, Ballaleshwar is the only incarnation of Ganesha that is known by his devotee's name. It is located in the village of Pali which is at a distance of 28 km from Roha in the Raigad district of Maharashtra, India. It is situated between fort Sarasgad and the river Amba.","G6PF+6C3, SH92, Bhalgul, Maharashtra 410205","18.535517718914832, 73.22355057356697","https://www.google.co.in/maps/place/18%C2%B032'07.9%22N+73%C2%B013'24.8%22E/@18.5355228,73.2213619,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x5097d8ede25fe6e5!8m2!3d18.5355177!4d73.2235506?hl=en",NA
135,Varadavinayak Temple,https://allworldtemple.com/wp-content/uploads/2021/09/Varad-Vinayak-Mahad-Kopargaon-1.jpg,Raigad,Mahad,Mahad,1725,"Varadvinayak, also spelt as Varadavinayaka, is one of the Ashtavinayak temples of the Hindu deity Ganesha. It is located in Mhad village situated in Khalapur taluka near Karjat and Khopoli of Raigad District, Maharashtra, India.[1][2] The temple was built (restored) by Peshwa General Ramji Mahadev Biwalkar in 1725AD.[3]

This place is not in Raigad district, but rather in Pune district. It is close to Lonavala and Panvel.","Khopoli Ganpati Mahad Rd, Mahad, Maharashtra 410203","18.813595123744765, 73.29846751072637","https://www.google.co.in/maps/place/18%C2%B048'48.9%22N+73%C2%B017'54.5%22E/@18.8136002,73.2962788,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x850538c48cc7a2e5!8m2!3d18.8135951!4d73.2984675?hl=en",NA
136,Siddhivinayak Temple,https://images.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/01/21/Pictures/plating-devotee-around-delhi-weighing-donated-gold_2f6fc288-3c2a-11ea-bfbd-f812f33ac46f.jpg,Ahmednagar,Karjat,Siddhtek,1500-1601,"The Siddhivinayak Temple of Siddhatek is a Hindu temple dedicated to Ganesha, the elephant-headed god of wisdom. The temple is one of the Ashtavinayaka, the eight revered shrines of Ganesha in the Indian state of Maharashtra and the only Ashtavinayaka shrine in Ahmednagar district.[1]","Siddhtek, Jalalpur, Karjat, Maharashtra 414403","18.444345409742898, 74.7263586110014","https://www.google.co.in/maps/place/18%C2%B026'39.6%22N+74%C2%B043'34.9%22E/@18.4443505,74.7241699,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x53e31765e3cf59d5!8m2!3d18.4443454!4d74.7263586?hl=en",NA
137,Tulshibagh Ground,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Tulshibag_Ganpati_in_Pune_%2C_India.jpg/440px-Tulshibag_Ganpati_in_Pune_%2C_India.jpg,Nagpur,Tulsibagh,,1960,Tulshibagh ganpati pandal is known for its unique designs and decorations.,"Cha Raja, Dasra Road, Reshimbagh Road, Near, Tulsi Bagh, Mahal, Nagpur, Maharashtra 440009","21.138495865656886, 79.1085134861258","https://www.google.co.in/maps/place/21%C2%B008'18.6%22N+79%C2%B006'30.7%22E/@21.1385009,79.1063248,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x8972e555b4a795f7!8m2!3d21.1384959!4d79.1085135?hl=en",NA
138,Reshimbagh Cha Raja,https://i.ytimg.com/vi/ACEZ7VKPJAE/maxresdefault.jpg,Nagpur,Reshimbagh,,1980,There is a charitable trust that ensures the celebration happens in the best way possible.,"Nagnadi bridge, Reshimbagh","21.141037881590993, 79.13400325468966","https://www.google.co.in/maps/place/Nagnadi+Flyover/@21.1409516,79.1333176,18.25z/data=!4m9!1m2!2m1!1sNagnadi+bridge,+Reshimbagh!3m5!1s0x3bd4c769947a6f19:0x73bdd7beb61d28be!8m2!3d21.1409816!4d79.1339025!15sChpOYWduYWRpIGJyaWRnZSwgUmVzaGltYmFnaFobIhluYWduYWRpIGJyaWRnZSByZXNoaW1iYWdokgEGYnJpZGdlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVF3TUZsUVNsSm5FQUXgAQA?hl=en",https://www.facebook.com/NAGPURKARAJAA/
139,Mahal cha Raja,https://thelivenagpur.com/wp-content/uploads/2019/09/WhatsApp-Image-2019-09-10-at-1.37.05-PM-768x1024.jpeg,Nagpur,Mahal,Tilak.rd,2002,It is a recently developed pandal and is known for their prasad.,"44W4+FQF, Mahal, Nagpur, Maharashtra 440032","21.14638843082907, 79.10696214393907","https://www.google.co.in/maps/place/Mahal+Cha+Raja/@21.1461883,79.1047198,17z/data=!3m1!4b1!4m5!3m4!1s0x3bd4c1f8e6f7e9db:0xe3403d460bd933ee!8m2!3d21.146172!4d79.1069821?hl=en",NA
140,Maskasath cha raja,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=60,Nagpur,Maskath,,1990,Its a very reknowned Gnapati Pandal,"5446+P32, Maskasath, Itwari, Nagpur, Maharashtra 440002","21.15696251618245, 79.1100382402429","https://www.google.co.in/maps/place/Maskasath+cha+raja/@21.1567624,79.1079461,17z/data=!3m1!4b1!4m5!3m4!1s0x3bd4c786e0e8ad77:0xca9e032b623ed51f!8m2!3d21.1567769!4d79.1100702?hl=en",NA
141,Khairatabad Ganesh,https://pbs.twimg.com/media/E-6oX93UUAI-VPZ.jpg,Hyderabad,Khairatabad,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","CF67+7HF, Indira Nagar, Khairtabad, Hyderabad, Telangana 500004","17.410818421015367, 78.46477085497122","https://www.google.co.in/maps/place/Khairatabad+Ganesh/@17.4016771,78.4338277,13z/data=!4m9!1m2!2m1!1sKhairatabad+Ganesh!3m5!1s0x3bcb977b7ee31e27:0xc9ead3ea396e0b29!8m2!3d17.4106881!4d78.4639329!15sChJLaGFpcmF0YWJhZCBHYW5lc2haFCISa2hhaXJhdGFiYWQgZ2FuZXNokgEMaGluZHVfdGVtcGxlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVIxZVRkUGVsRjNFQUXgAQA?hl=en",NA
142,Balapur Ganesh,https://i0.wp.com/hindupad.com/wp-content/uploads/Balapur-Ganesh-2020.jpg?fit=718%2C960&ssl=1,Hyderabad,Balapur,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","Bus Stop, Yelmati Nagar, Balapur, Telangana 500005","17.31041671707737, 78.49986558271014","https://www.google.co.in/maps/place/Balapur+Ganesh/@17.3103194,78.4970868,17z/data=!3m1!4b1!4m5!3m4!1s0x3bcba2eaf4d1ec55:0x58796f5d727b454!8m2!3d17.3103232!4d78.4992353?hl=en",NA
143,Gowlipura Ganesh Pandal,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmlovkvXLtghGeWrkl5rDrsGYzMPSBlXuDtMVHrOVwThic41fWki10j4swIviDJ9w0fU8&usqp=CAU,Hyderabad,Gowlipura,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","18-7-851/C, Gowlipura Rd, HB Colony, Gowlipura, behind Saraswathi Academy, Hyderabad, Telangana 500065","17.348913702986124, 78.47881066973126","https://www.google.co.in/maps/place/Gowlipura+Ganesh+Pandal,+Old+City/@17.3488638,78.4780328,19z/data=!3m1!4b1!4m5!3m4!1s0x3bcb981cf7bc63bd:0x2978b1a2ebf71c5!8m2!3d17.3488625!4d78.47858?hl=en",NA
144,Post Office Ganesh Mandapam,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=60,Hyderabad,Afzal Gunj,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","15-7-474, Fish Market, Begum Bazar, Afzal Gunj, Hyderabad, Telangana 500012",,"google.co.in/maps/place/Post+Office+Ganesh+Mandapam/@17.374303,78.467965,17z/data=!3m1!4b1!4m5!3m4!1s0x3bcb9786ade1f40f:0x2ca892cdae8160!8m2!3d17.3743222!4d78.470152?hl=en",NA
145,Tejaswi Nagar Ganesh Mandapam,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=61,Hyderabad,Tejaswi Nagar,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","9C7M+PCF, Hyderabad, Tejaswi Nagar, Attapur, Telangana 500264","17.36448675800707, 78.43383494945017","https://www.google.co.in/maps/place/Tejaswi+Nagar+Ganesh+Mandapam/@17.3639743,78.4312232,17z/data=!4m9!1m2!2m1!1sTejaswi+Nagar+Ganesh+Mandapam!3m5!1s0x3bcb97b24edca98f:0xe3f031e1acff3254!8m2!3d17.3643257!4d78.4335583!15sCh1UZWphc3dpIE5hZ2FyIEdhbmVzaCBNYW5kYXBhbZIBDGhpbmR1X3RlbXBsZeABAA?hl=en",NA
146,Mamtha Nagar Ganesh Mandapam,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=62,Hyderabad,Nagole,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","Hanuman Nagar Garden II, Nagole, Hyderabad, Telangana 500068","17.37840634834825, 78.55982434833317","https://www.google.co.in/maps/place/Mamtha+Nagar+Ganesh+Mandapam/@17.3781862,78.5572816,17z/data=!3m1!4b1!4m5!3m4!1s0x3bcb99dc38cf1411:0x884170e92733c4da!8m2!3d17.3781809!4d78.5594751?hl=en",NA
147,Team tyrants ganesh mandapam,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=63,Hyderabad,begumpet,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","Fatehnagar, Begumpet, Hyderabad, Telangana 500018","17.46107763950584, 78.45118246182811","https://www.google.co.in/maps/place/Team+tyrants+ganesh+mandapam/@17.460919,78.4486719,17z/data=!3m1!4b1!4m5!3m4!1s0x3bcb91cd97295fcb:0x3460f87f86a767a9!8m2!3d17.4609139!4d78.4508624?hl=en",NA
148,Balaji Colony Ganesh Mandapam,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=64,Hyderabad,Nizampet,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","G96F+WRM, Balaji Nagar Colony, Venkatraya Nagar, Nizampet, Hyderabad, Telangana 500090","17.512552351015042, 78.37447179492058","https://www.google.co.in/maps/place/7J9WG96F%2BWRM/@17.5123426,78.3723582,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x611e2238398081d0!8m2!3d17.5123375!4d78.3745469?hl=en",NA
149, Kothaguda Ganesh Mandapam,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=65,Hyderabad,Kothaguda,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","1-5/1, Gachibowli - Miyapur Rd, Land Mark Residency, Prashanth Nagar Colony, Kothaguda, Telangana 500084","17.460001901905272, 78.3698970399417","https://www.google.co.in/maps/place/Ganesh+Mandapam+Kothaguda/@17.4591422,78.332904,14z/data=!4m9!1m2!2m1!1s+Kothaguda+Ganesh+Mandapam!3m5!1s0x3bcb93c9213eb1dd:0x3ff1632ad9605c4b!8m2!3d17.4591174!4d78.3658568!15sChlLb3RoYWd1ZGEgR2FuZXNoIE1hbmRhcGFtkgEMaGluZHVfdGVtcGxl4AEA?hl=en",NA
150,Krishnaveni Nagar Ganesh Mandapam,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=66,Hyderabad,Kukatpally,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","G95X+24W, Krishnaveni Nagar, Tulasi Nagar, Chenchu Guda, Kukatpally, Hyderabad, Telangana 500085","17.50774670193474, 78.39812447532269","https://www.google.co.in/maps/place/Krishnaveni+Nagar+Ganesh+Mandapam/@17.5076188,78.3956461,17z/data=!3m1!4b1!4m5!3m4!1s0x3bcb9122fed1503f:0x42c65163338a493d!8m2!3d17.5076137!4d78.3978348?hl=en",NA
151,Bhagath Singh Yuvasena Ganesh Mandapam,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=67,Hyderabad,Ramachandrapuram,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","G77M+HM5, Ramachandrapuram, Telangana 502032","17.51403486030545, 78.28457136182881","https://www.google.co.in/maps/place/Bhagath+Singh+Yuvasena+Ganesh+Mandapam/@17.5138865,78.2820608,17z/data=!3m1!4b1!4m5!3m4!1s0x3bcbf323ecafea8d:0x35f596969e6369ce!8m2!3d17.513864!4d78.2842784?hl=en",NA
152,Young Stars Ganesh Mandapam,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=68,Hyderabad,Nandigama,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","G54X+9W3, Nandigama - Isnapur Rd, Nandigaon, Telangana 502300","17.522600333197765, 78.22111127899164","https://www.google.co.in/maps/place/Young+Stars+Ganesh+Mandapam/@17.5059026,77.9361534,11z/data=!4m9!1m2!2m1!1sYoung+Stars+Ganesh+Mandapam!3m5!1s0x3bcbf135484c8411:0x9443ea4300957ba4!8m2!3d17.5058911!4d78.1998089!15sChtZb3VuZyBTdGFycyBHYW5lc2ggTWFuZGFwYW2SAQxoaW5kdV90ZW1wbGXgAQA?hl=en",NA
153,Young Star Youth Ganesh Mandapam,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=69,Telangana,Singannaguda,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","PGCW+HW2, Singannaguda, Telangana 502336","17.740035118019485, 78.57954341953366",https://goo.gl/maps/DM5ikfzetBLK7VSa6,
154,Ganesh Mandapam Balaji,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=70,Hyderabad,Sangareddy,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","4-7-24/3, Sangareddy Bypass Rd, Revenue Colony, Balaji Nagar, Ahmed Nagar, Sangareddy, Telangana 502001","17.60034001750161, 78.07753877247096","https://www.google.com/maps/search/4-7-24%2F3,+Sangareddy+Bypass+Rd,+Revenue+Colony,+Balaji+Nagar,+Ahmed+Nagar,+Sangareddy,+Telangana+502001/@17.6011224,78.0760475,17z/data=!3m1!4b1",NA
